ingenio,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_producida_total,azucar_producida_refinada,azucar_producida_estandar,azucar_producida_blanca_especial,azucar_producida_mascabado,alcohol_96_gl_producido,miel_final_85_brix_producida,karbe_ton_cana_bruta_teorico,karbe_ton_cana_neta_teorico,extraccion_de_jugo_mezclado_en_cana,extraccion_pol_por_pol_cana,bagazo_en_cana,fibra_en_cana,pol_en_cana,brix_en_jugo_mezclado,pol_en_jugo_mezclado,pza_aparente_jugo_mezclado,pol_en_bagazo,humedad_en_bagazo,materia_extrana_en_cana,perdidas_de_bagazo,perdidas_de_miel_final_producida_y_estimada,perdidas_en_cachaza,perdidas_indeterminadas,perdidas_totales,consumo_de_petroleo_en_pruebas,consumo_de_petroleo_en_molienda,consumo_de_petroleo_en_liquidacion,consumo_de_petroleo_en_fabrica_alcohol,consumo_de_petroleo_total,tiempo_perdido_en_fabrica_h,tiempo_perdido_por_personal_h,tiempo_perdido_por_dias_festivos_h,tiempo_perdido_en_campo_h,tiempo_perdido_por_lluvias_h,tiempo_perdido_total_h,eficiencia_en_fabrica,cluster,cluster_name,class_id
ingenio_presidente_benito_juarez_s.a._de_c.v.,484628.50580000004,461798.70905,9575.04845,45463.4975,29779.909999999996,2601.6974999999998,13081.89,0.0,0.0,15000.550299999999,99.7432318,104.43220000000001,4.8976500000000005,4.77675,1.50005,13.9595,12.1336,15.103200000000001,0.59815,79.7975,1.8861,50.1586,2530.79255,2617.36915,5271.7996,704.0818999999999,2619.1576,11212.40825,0.0,44877.65,0.0,0.0,44877.65,208.30416666666665,0.0,0.0,18.9875,566.9208333333333,813.2541666666667,80.5951,2,Eficientes,1
ingenio_queseria_s.a._de_c.v.,776704.8646875,750699.09909375,9178.6733125,84678.6703125,0.0,39364.234375,45314.4359375,0.0,0.0,29663.40278125,104.86941446875,108.60865625,97.47165625,92.8594375,24.9905,12.37434375,12.7253125,15.42025,11.724875,78.59628125,1.9733749999999999,49.21640625,24585.674125,4127.67728125,10027.2156875,1016.557875,968.98140625,16140.8704375,0.0,0.0,0.0,0.0,0.0,251.35520833333334,0.0,0.0,50.32395833333333,72.40104166666667,400.1859375,83.28428125,2,Eficientes,1
ingenio_san_francisco_ameca_s.a._de_c.v.,668210.3896296296,644422.9003333333,6719.778888888889,77052.72592592593,0.0,2854.5148148148146,74198.21111111112,0.0,0.0,25360.232518518522,111.29231466666667,115.39459259259259,98.75437037037037,96.52807407407407,24.64837037037037,11.553814814814816,13.12411111111111,15.639666666666667,12.821666666666667,81.9544814814815,1.8475925925925925,50.49659259259259,23787.489296296295,3113.9981851851853,7479.969074074074,522.0166296296296,1568.5624814814814,12684.54637037037,0.0,0.0,0.0,0.0,0.0,100.51975308641975,1.6043209876543207,0.0,6.541358024691358,83.66604938271605,192.33086419753087,85.30522222222223,2,Eficientes,1
ingenio_san_jose_de_abajo_s.a._de_c.v.,197456.13999999998,191272.94457142858,3324.44619047619,19944.038095238095,0.0,19944.038095238095,0.0,0.0,0.0,5973.182666666667,108.99878971428572,112.50404761904763,17.377904761904762,17.609142857142857,5.608142857142857,13.295619047619049,12.973761904761906,15.909761904761906,2.4711428571428575,82.35347619047619,3.0304285714285717,50.419999999999995,1227.834,1963.6556666666668,2315.2754285714286,415.2179047619047,881.1285238095238,5632.317666666667,0.0,0.0,0.0,0.0,0.0,141.3968253968254,6.871428571428572,10.285714285714286,215.83015873015873,276.497619047619,650.8626984126984,77.79628571428572,1,Especialistas,2
ingenio_san_miguel_del_naranjo_s.a._de_c.v.,934257.382,895279.5622571429,14831.281142857144,99680.2342857143,35109.80285714286,64570.43142857143,0.0,0.0,0.0,33318.44257142857,104.31128694285714,108.91628571428572,99.58357142857143,95.2548857142857,31.581200000000003,14.988142857142858,12.569571428571429,14.606342857142856,12.020285714285714,82.2710857142857,1.8853714285714285,49.76914285714286,38977.8196,5581.975857142857,10672.019485714287,928.9618285714286,2864.5880857142856,20047.545114285716,0.0,0.0,0.0,0.0,0.0,294.62857142857143,0.0,0.0,106.68571428571428,420.8,822.1142857142858,82.73082857142857,0,Gigantes,0
ingenio_san_nicolas_s.a._de_c.v.,469657.8481818182,449388.13886363636,6375.851818181818,48909.80909090909,46217.67272727273,2692.1363636363635,0.0,0.0,0.0,15499.009636363637,106.70145036363637,111.49327272727272,98.32740909090909,96.27636363636363,27.298863636363638,12.915,12.663454545454545,15.047363636363634,12.400045454545454,82.39863636363636,1.7268636363636363,50.27590909090909,20269.709318181816,2225.923772727273,5223.817863636364,473.7257272727273,1603.1636818181819,9526.631045454546,200083.0,758132.2727272727,11054.136363636364,0.0,969269.4090909091,52.23484848484849,12.549242424242424,67.19318181818181,44.06439393939394,289.3901515151515,465.4318181818182,83.8089090909091,2,Eficientes,1
ingenio_san_rafael_de_pucte_s.a._de_c.v.,812136.4172413794,763303.3088275862,15245.741379310344,80193.78620689655,0.0,79254.78620689655,939.0,0.0,0.0,27835.210344827585,98.39540141379311,104.43172413793103,97.38013793103448,95.23924137931034,26.47693103448276,12.439103448275862,12.152655172413795,15.569068965517241,11.885862068965517,76.34351724137932,2.1852068965517244,49.75086206896552,48833.106379310346,4743.279965517241,10451.994517241379,1811.785275862069,1554.9773448275862,18560.155586206896,0.0,0.0,0.0,0.0,0.0,251.48218390804598,19.358620689655172,0.0,23.733333333333334,137.8706896551724,432.4454022988506,80.41679310344827,0,Gigantes,0
ingenio_santa_clara_s.a._de_c.v.,353441.9216666667,344379.995,3338.4166666666665,38979.708333333336,0.0,38979.708333333336,0.0,0.0,0.0,14052.224291666667,108.19119541666667,111.04950000000001,4.070166666666666,3.997666666666667,1.2802499999999999,14.328458333333332,13.159125000000001,16.23825,0.550375,80.194125,1.8055833333333335,50.840833333333336,734.5975,1928.000875,4624.8379583333335,368.22575,730.8017916666666,7656.028833333334,0.0,0.0,0.0,0.0,0.0,80.81944444444444,3.0729166666666665,0.0,14.055555555555555,170.07986111111111,268.65972222222223,83.41608333333333,2,Eficientes,1
ingenio_tala_s.a._de_c.v.,1212236.9029629629,1165491.4833703702,12127.18185185185,137046.21851851852,0.0,137046.21851851852,0.0,0.0,0.0,43881.55259259259,108.55648522222224,112.73888888888888,3.697888888888889,3.5354814814814812,0.9661851851851851,11.406592592592594,12.818074074074074,15.062148148148149,0.48985185185185187,81.55566666666667,2.287925925925926,52.88551851851852,3436.218814814815,7314.740925925926,12583.833777777778,1540.534111111111,1576.1725185185185,23015.281444444445,0.0,0.0,0.0,0.0,0.0,154.5395061728395,19.02901234567901,0.0,30.16604938271605,136.31666666666666,340.41543209876545,84.765,0,Gigantes,0
ingenio_tamazula_s.a._de_c.v,781512.6203333333,740305.4058333334,6914.5543333333335,85144.60666666667,72660.75333333334,12483.853333333333,0.0,0.0,251053.33333333334,25903.0783,104.5574348,110.48903333333332,97.75776666666667,94.45436666666666,31.664266666666666,14.939166666666667,13.1154,15.512066666666668,12.674266666666666,81.66433333333333,2.3012333333333337,49.68116666666666,41247.60483333333,5997.3802,9827.998266666666,1123.458933333333,2266.9241666666667,19215.761566666664,0.0,0.0,0.0,0.0,0.0,393.33888888888885,10.963888888922222,0.0,57.577777777777776,84.33888888888889,547.1627777777778,81.4807,0,Gigantes,0
ingenio_tres_valles_s.a._de_c.v.,1240880.9150333332,1189704.9515333334,20186.321,139773.94166666668,139773.94166666668,0.0,0.0,0.0,0.0,35232.2192,110.00632366666667,114.69616666666667,94.30733333333333,93.26933333333334,26.944166666666668,12.965766666666667,12.9406,15.256833333333333,12.354666666666667,83.8496,1.5743333333333334,51.13433333333333,47982.36056666667,5710.424233333334,11530.979866666667,1684.1278333333332,2766.159533333333,21691.691466666663,0.0,0.0,0.0,0.0,0.0,121.74444444444445,5.65888888888889,0.0,0.13333333333333333,123.75222222222222,251.3038888888889,86.05766666666666,0,Gigantes,0
santa_rosalia_de_la_chontalpa_s.a_de_c.v.,293473.543,285899.2184,6217.565799999999,29521.1875,0.0,29521.1875,0.0,0.0,0.0,8980.14325,98.86865085,101.35650000000001,98.2834,95.3597,28.2618,13.418000000000001,12.21565,15.36285,11.8518,77.1515,2.0052,48.90675,7574.8356,1686.75045,3454.05985,443.60425,848.8028,6433.2176,0.0,0.0,0.0,0.0,0.0,185.01083333333332,2.435,0.0,94.0275,202.91833333333335,4
